,BusinessName,X,Y,FullAddress,City,ZipCode,Neighborhood,Latitude,Longitude
5378,CENTRAL DELI & COFFEE,-93.24682976116542,45.00714914512071,1831 CENTRAL AVE NE,Minneapolis,55418.0,Windom Park,45.00715,-93.24683
11895,MINNESOTA SPORTS FACILITIES AUTHORITY,-93.2576116017168,44.9734661458504,401 CHICAGO AVE,Minneapolis,55415.0,Downtown East,44.97347,-93.25761
11792,LAS CANADAS,-93.2469863186548,44.941599467840994,3333 CEDAR AVE S,Minneapolis,55407.0,Corcoran,44.9416,-93.24699
27417,SEGUE COFFEE,-93.25765170520609,44.9690151712519,811 11TH AVE S,Minneapolis,55404.0,Elliot Park,44.96902,-93.25765
37002,RENAISSANCE BY MARRIOTT,-93.26226641999091,44.9799239129595,225 3RD AVE S,Minneapolis,55415.0,Downtown West,44.97992,-93.26227
32720,"UNIVERSITY OF MN MEDICAL CTR, FAIRVIEW",-93.2369117585575,44.9674956207274,2414 7TH ST S,Minneapolis,55454.0,Cedar Riverside,44.9675,-93.23691
9844,CHIMBORAZO RESTAURANT,-93.2468154743591,45.0202392376908,2851 CENTRAL AVE NE,Minneapolis,55418.0,Audubon Park,45.02024,-93.24682
18818,BAMINI'S COFFEE,-93.2369117585575,44.9674956207274,2414 7TH ST S,Minneapolis,55454.0,Cedar Riverside,44.9675,-93.23691
35860,JAKEENOS PIZZA & PASTA,-93.2622808900534,44.9380165611176,3555 CHICAGO AVE,Minneapolis,55407.0,Powderhorn Park,44.93802,-93.26228
19296,KYOTO SUSHI,-93.28741602838421,44.9506686949846,2841 LYNDALE AVE S,Minneapolis,55408.0,Whittier,44.95067,-93.28742
7380,PAT'S TAP,-93.2782650603665,44.939208572755796,3510 NICOLLET AVE,Minneapolis,55408.0,Lyndale,44.939209999999996,-93.27826999999999
21646,PEACE  COFFEE,-93.2724070754318,44.9739473270957,901 MARQUETTE AVE,Minneapolis,55402.0,Downtown West,44.97395,-93.27241
22986,R A MACSAMMY'S  ELBOW ROOM,-93.2631804243514,44.9159161112906,735 48TH ST E,Minneapolis,55417.0,Field,44.91592,-93.26318
1760,DRAKE HOTEL,-93.267963057619,44.97161093496779,416 10TH ST S,Minneapolis,55404.0,Downtown West,44.97161,-93.26796
20391,WENDY'S HOUSE OF SOUL,-93.29351846197571,44.9988909909235,1021 WEST BROADWAY,Minneapolis,55411.0,Near - North,44.99889,-93.29352
33458,5-8 CLUB,-93.24799670056721,44.89773217692229,5800 CEDAR AVE S,Minneapolis,55417.0,Diamond Lake,44.897729999999996,-93.24799999999999
47558,MEMORY LANES,-93.2351342890542,44.956441334078995,2520 26TH AVE S,Minneapolis,55406.0,Seward,44.95644,-93.23513
16035,BIRRAA RESTAURANT,-93.2771132944081,44.9629133960738,12 FRANKLIN AVE E,Minneapolis,55404.0,Steven's Square - Loring Heights,44.96291,-93.27711
30125,LOON CAFE,-93.2743298016182,44.980402033836405,500 1ST AVE N,Minneapolis,55403.0,Downtown West,44.9804,-93.27433
1217,DOGWOOD COFFEE,-93.297318063438,44.9474261957242,3027 HENNEPIN AVE,Minneapolis,,South Uptown,44.94743,-93.29732
4209,WILLIAMS UPTOWN PUB & PEANUT BAR,-93.29786809290329,44.9495446937619,2911 HENNEPIN AVE,Minneapolis,55408.0,Lowry Hill East,44.94954,-93.29786999999999
40722,FUJI YA,-93.28728250998691,44.948655040754396,600 LAKE ST W,Minneapolis,55408.0,Whittier,44.94866,-93.28728000000001
16188,BEP EATERY,-93.2686289913156,44.9783674328441,100 5TH ST S #210,Minneapolis,55402.0,Downtown West,44.97837,-93.26863
36035,TRIESTE CAFE,-93.2717088329278,44.9796891182559,10 5TH ST S #GROUND FLR,Minneapolis,55401.0,Downtown West,44.979690000000005,-93.27171
44691,AMAZING THAILAND,-93.29866577531601,44.9474358482479,3024 HENNEPIN AVE,Minneapolis,55408.0,ECCO,44.94744,-93.29867
24770,FLAGSMASH,-93.2770718865651,44.984933998763196,520 4TH ST N,Minneapolis,55401.0,North Loop,44.98493,-93.27707
7408,PATISSERIE 46,-93.28481478040929,44.9197573137785,4552 GRAND AVE S,Minneapolis,55419.0,King Field,44.91976,-93.28481
39677,"BULLDOG RESTAURANT, THE",-93.2876184951745,44.9558931106987,2549 LYNDALE AVE S,Minneapolis,55405.0,Whittier,44.955890000000004,-93.28761999999999
611,CAFFREYS DELI & SUBS,-93.28755450638019,45.0110154209046,3008 LYNDALE AVE S,Minneapolis,55408.0,Hawthorne,45.01102,-93.28755
16268,WEDGE TABLE,-93.2783760202704,44.9584658170199,2412 NICOLLET AVE,Minneapolis,55404.0,Whittier,44.95847,-93.27838
28535,BLACKEYE ROASTING CO,-93.2628875762637,44.9346296432679,3740 CHICAGO AVE,Minneapolis,55407.0,Central,44.93463,-93.26289
40590,FRENCH MEADOW BAKERY & BLUESTEM BAR,-93.2884692841902,44.955096736166105,2610 LYNDALE AVE S,Minneapolis,55408.0,Lowry Hill East,44.9551,-93.28846999999999
8733,THE COVE,-93.23593461970042,44.9814926587153,1320 5TH ST SE,Minneapolis,55414.0,Marcy Holmes,44.98149,-93.23593000000001
14874,LE POT,-93.23560275598341,44.9823187028892,507 14TH AVE SE,Minneapolis,55414.0,Marcy Holmes,44.98232,-93.2356
10281,EGGY'S,-93.2800812221056,44.9690532660011,120 14TH ST W,Minneapolis,55403.0,Loring Park,44.96905,-93.28008
41965,NORTHERN LIGHTS TEA COMPANY,-93.2744414092074,44.9759212277384,811 LASALLE AVE,Minneapolis,55402.0,Downtown West,44.97592,-93.27444
21395,ELLIOT PARK HOTEL,-93.265979957459,44.972260473511106,823 5TH AVE S,Minneapolis,55404.0,Elliot Park,44.97226,-93.26597
25199,Q FANATIC BBQ,-93.277732327962,44.8939562572604,6009 NICOLLET AVE,Minneapolis,55419.0,Windom,44.89396,-93.27773
49845,LYNLAKE BREWERY,-93.2885169523925,44.9489103109989,2934 LYNDALE AVE S,Minneapolis,55408.0,Lowry Hill East,44.94891,-93.28851999999999
89,"DOUBLE DANGER, LLC",-93.2756856243849,44.9551073390462,113 26TH ST E,Minneapolis,55408.0,Whittier,44.95511,-93.27569
24278,POPEYES,-93.2975571482542,44.998934514713795,1301 WEST BROADWAY,Minneapolis,55411.0,Near - North,44.99893,-93.29756
540,AREZZO RISTORANTE,-93.32865722134409,44.91097517620751,5057 FRANCE AVE S,Minneapolis,55410.0,Fulton,44.91098,-93.32866
41088,JEFE,-93.25397636769699,44.984640003836795,219 MAIN ST SE,Minneapolis,55414.0,Marcy Holmes,44.98464,-93.25398
16947,FULTON BREWING COMPANY,-93.26355510896151,45.012321332914105,2400 UNIVERSITY AVE NE,Minneapolis,55418.0,Bottineau,45.01232,-93.26356
4770,BANGKOK MARKET & VIDEO RENTAL,-93.28758527637359,45.012240157802296,3100 LYNDALE AVE N,Minneapolis,55411.0,Hawthorne,45.012240000000006,-93.28759000000001
15205,LIEN SON RESTAURANT,-93.24136344708451,44.99856583124821,1216 BROADWAY ST NE,Minneapolis,55413.0,Beltrami,44.99857,-93.24136
25293,THE TASTING ROOM AT DE LA POINTE,-93.29922805420851,44.94686841734939,3041 HOLMES AVE S,Minneapolis,55408.0,ECCO,44.94686,-93.29921999999999
15585,ISTABRAK RESTAURANT & CATERING,-93.25592158410481,44.950775955698795,2833 13TH AVE S,Minneapolis,55407.0,Midtown Phillips,44.95078,-93.25591999999999
5696,E & L SUPERMARKET & DELI,-93.29396798343541,45.01335822607489,1122 LOWRY AVE N,Minneapolis,55411.0,Folwell,45.01336,-93.29397
23871,KEY WEST BISTRO,-93.2317459623802,44.93392519416761,2803 38TH ST E,Minneapolis,55406.0,Standish,44.93393,-93.23175
10458,EL NORTENO MARKET & DELI,-93.21502765378271,44.9485851939658,4000 LAKE ST E,Minneapolis,55406.0,Cooper,44.94859,-93.21503
27274,HAYAT RESTAURANT,-93.25717953901459,44.9486144802786,1202 LAKE ST E,Minneapolis,55407.0,Midtown Phillips,44.948609999999995,-93.25718
1014,CAMPUS CLUB OF THE UNIV OF MN,-93.23472893685872,44.97301787586579,300 WASHINGTON AVE SE,Minneapolis,55455.0,University of Minnesota,44.97302,-93.23473
34964,FIVE DECO,-93.2902713082434,44.94934842610121,2917 BRYANT AVE S,Minneapolis,55408.0,Lowry Hill East,44.94935,-93.29026999999999
18620,THE POURHOUSE,-93.29663023240809,44.948846323793106,2923 GIRARD AVE S,Minneapolis,55408.0,Lowry Hill East,44.94885,-93.29663000000001
16933,THIRSTY WHALE BAKERY,-93.29613207705721,45.03138329924211,4149 FREMONT AVE N,Minneapolis,55412.0,Webber - Camden,45.03138,-93.29613
38011,VICTORS 1959 CAFE,-93.2846223433091,44.934233024977296,3756 GRAND AVE S,Minneapolis,55409.0,King Field,44.93423,-93.28461999999999
47068,MAXWELL'S CAFE & MARKET,-93.2437297200357,44.983875885855504,801 4TH ST SE,Minneapolis,55414.0,Marcy Holmes,44.98388,-93.24373
7148,PARK JAVA,-93.26625395709542,44.9763244547332,300 6TH ST S,Minneapolis,55487.0,Downtown West,44.97632,-93.26625
36352,MAEVE'S CAFE,-93.2643614682015,45.000579986764095,300 13TH AVE NE,Minneapolis,55413.0,Sheridan,45.00058,-93.26436
36072,LUNDS,-93.2549923712665,44.9875752529701,25 UNIVERSITY AVE SE,Minneapolis,55414.0,Nicollet Island - East Bank,44.98758,-93.25499
24321,POPEYES CHICKEN & BISCUITS,-93.2834053003723,44.948600319041006,310 LAKE ST W,Minneapolis,55408.0,Whittier,44.9486,-93.28341
16299,HOPCAT,-93.2696995495723,44.97883034220779,435 NICOLLET MALL,Minneapolis,55401.0,Downtown West,44.97883,-93.2697
4681,AUGSBURG COLLEGE,-93.24177306987092,44.9656079886995,2211 RIVERSIDE AVE,Minneapolis,55454.0,Cedar Riverside,44.96561,-93.24176999999999
19082,LA MESA,-93.3068150607065,44.97483648885861,230 CEDAR LAKE RD S,Minneapolis,55405.0,Bryn - Mawr,44.97484,-93.30682
34222,COSTA BLANCA BISTRO,-93.2478773252458,45.012755199078995,2416 CENTRAL AVE NE,Minneapolis,55418.0,Holland,45.01276,-93.24788000000001
37263,RINATA,-93.29480157600159,44.957581650233294,2451 HENNEPIN AVE,Minneapolis,55405.0,Lowry Hill East,44.95758,-93.2948
35057,FLAMINGO RESTAURANT LLC,-93.2818306336293,44.9477987360594,201 LAKE ST E,Minneapolis,55408.0,Lyndale,44.9478,-93.28183
23524,BAD AXE THROWING,-93.2246516171368,44.9956360757907,2505 KENNEDY ST NE,Minneapolis,55413.0,Mid - City Industrial,44.99564,-93.22465
32758,UNIVERSITY OF ST THOMAS,-93.27599528623979,44.97623765428921,1000 LASALLE AVE #UNIV,Minneapolis,55403.0,Downtown West,44.976240000000004,-93.27600000000001
40193,D BRIAN'S,0.0,0.0,600 4TH ST S #210,Minneapolis,,Downtown East,0.0,0.0
9329,BAND BOX,-93.26345294895408,44.9690502687575,729 10TH ST S,Minneapolis,55404.0,Elliot Park,44.96905,-93.26345
42383,ROCK BOTTOM BREWERY,-93.27513451783959,44.9764099561528,800 LASALLE AVE,Minneapolis,55402.0,Downtown West,44.976409999999994,-93.27513
2319,KHUNNAI THAI CUISINE,-93.2774657942239,44.956491128734996,2523 NICOLLET AVE,Minneapolis,55404.0,Whittier,44.95649,-93.27747
21490,HOLY LAND BAKERY & DELI,-93.2468047206268,45.0136842772365,2513 CENTRAL AVE NE,Minneapolis,55418.0,Audubon Park,45.01368,-93.2468
5836,EASTSIDE FOOD COOPERATIVE,-93.24680602228571,45.0145050196988,2551 CENTRAL AVE NE,Minneapolis,55418.0,Audubon Park,45.014509999999994,-93.24681
21198,BONCHON,-93.2978875369376,44.9485362901643,1414 LAKE ST W,Minneapolis,55408.0,Lowry Hill East,44.94854,-93.29789
11889,LEANING TOWER OF PIZZA,-93.28845698176241,44.9592654597437,2324 LYNDALE AVE S,Minneapolis,55405.0,Lowry Hill East,44.959270000000004,-93.28846
3869,SENTYRZ GROC & LIQ,-93.26657540125359,45.0048792286985,1612 2ND ST NE,Minneapolis,55413.0,Sheridan,45.00488,-93.26658
41325,JIMMY'S BAR & LOUNGE,-93.2619111821101,45.0072991247457,1828 4TH ST NE,Minneapolis,55418.0,Holland,45.0073,-93.26191
31353,READY MEATS,-93.2374988507148,45.0331470699672,3550 JOHNSON ST NE,Minneapolis,55418.0,Waite Park,45.03315,-93.2375
4731,AUGUSTANA COMMUNITY PARTNERS,-93.2940820811546,44.9812766780097,350 VAN WHITE MEMORIAL BLVD,Minneapolis,55405.0,Sumner - Glenwood,44.98128,-93.29408000000001
26526,THAI CUISINE XPRESS,-93.22987343674679,44.9880274232159,1517 COMO AVE SE,Minneapolis,55414.0,Como,44.98803,-93.22986999999999
35931,JAMES BALLENTINE VFW POST 246,-93.28851286505791,44.9493895792278,2916 LYNDALE AVE S,Minneapolis,55408.0,Lowry Hill East,44.94939,-93.28851
40821,GALACTIC PIZZA,-93.2876666727216,44.9496602628166,2917 LYNDALE AVE S,Minneapolis,55408.0,Whittier,44.949659999999994,-93.28766999999999
30028,LONGFELLOW MARKET,-93.21697634667059,44.9480772879375,3815 LAKE ST E,Minneapolis,55406.0,Cooper,44.94808,-93.21698
11068,HENNEPIN COUNTY MEDICAL CENTER,-93.26244091414159,44.972078496821204,701 PARK AVE,Minneapolis,55415.0,Elliot Park,44.97208,-93.26244
18311,SAINT MARY'S UNIVERSITY OF MINNESOTA,-93.2658039271892,44.9560323312486,2540 PARK AVE,Minneapolis,55404.0,Phillips West,44.95603,-93.2658
6348,KWANS,-93.30905573390959,44.904568689179605,5412 PENN AVE S,Minneapolis,55419.0,Armatage,44.90457,-93.30906
25977,SPHYNX CAFE,-93.24320864506859,44.98383462593821,813 4TH ST SE,Minneapolis,55414.0,Marcy Holmes,44.98383,-93.24320999999999
46374,JUBA CAFETERIA,-93.25980568379771,44.9588992531849,1001 24TH ST E,Minneapolis,55404.0,Midtown Phillips,44.9589,-93.25981
21130,HOLIDAY STATION STORE #468,-93.25133354569071,44.990195333732395,620 CENTRAL AVE NE,Minneapolis,55414.0,Marcy Holmes,44.9902,-93.25133000000001
47772,OCEANAIRE SEAFOOD ROOM,-93.27178061370891,44.9784060170279,50 6TH ST S,Minneapolis,55402.0,Downtown West,44.97841,-93.27178
22534,APPLE SPICE,-93.22233756594808,44.997396896303606,740 HARDING ST NE,Minneapolis,55413.0,Mid - City Industrial,44.9974,-93.22234
31780,STATE THEATRE,-93.27574275184709,44.97661583924021,805 HENNEPIN AVE,Minneapolis,55403.0,Downtown West,44.976620000000004,-93.27574
51072,MONTE CARLO,-93.2716856222575,44.9847116410631,219 3RD AVE N,Minneapolis,55401.0,North Loop,44.98471,-93.27169
26037,SNACK BAR,-93.2786945224459,44.989529816722204,800 WASHINGTON AVE N #101,Minneapolis,55401.0,North Loop,44.98953,-93.27869
20959,HOBAN KOREAN BBQ,-93.2978856441873,44.9487822691242,2939 HENNEPIN AVE,Minneapolis,55408.0,Lowry Hill East,44.94878,-93.29789
19604,WEDGE COMMUNITY CO-OP,-93.2875891993165,44.9615210340483,2105 LYNDALE AVE S,Minneapolis,55405.0,Whittier,44.96152,-93.28759000000001
19072,FIG + FARRO,-93.297318063438,44.9474261957242,3001 HENNEPIN AVE,Minneapolis,55408.0,South Uptown,44.94743,-93.29732
28760,COMMON ROOTS CAFE,-93.2884646668497,44.9557012860117,2558 LYNDALE AVE S,Minneapolis,55405.0,Lowry Hill East,44.9557,-93.28846
6142,HAMDI RESTAURANT,-93.261914319027,44.94862969308289,818 LAKE ST E,Minneapolis,55407.0,Midtown Phillips,44.94863,-93.26191
11848,LAVAZZA COFFEE & COCKTAIL,-93.2821019383198,44.9496914520533,2910 PILLSBURY AVE,Minneapolis,55408.0,Whittier,44.949690000000004,-93.2821
46420,JUBA COFFEE AND ICE CREAM,-93.2821019383198,44.9496914520533,2910 PILLSBURY AVE,Minneapolis,55408.0,Whittier,44.949690000000004,-93.2821
45156,CAANO KITCHEN,-93.2821019383198,44.9496914520533,2910 PILLSBURY AVE #413,Minneapolis,55408.0,Whittier,44.949690000000004,-93.2821
37318,RIVER OF LIFE LUTHERAN CHURCH,-93.2948971109338,45.001709702022104,1110 22ND AVE N,Minneapolis,55411.0,Jordan,45.001709999999996,-93.2949
9754,CHENGS GARDEN,-93.27726699974649,44.94714971717811,3023 NICOLLET AVE,Minneapolis,55408.0,Lyndale,44.94715,-93.27727
36825,NOMAD WORLD PUB,-93.24691849674922,44.9687528620953,501 CEDAR AVE S,Minneapolis,55454.0,Cedar Riverside,44.96875,-93.24691999999999
18176,ALL SQUARE,-93.21960421621901,44.92892596279779,4047 MINNEHAHA AVE,Minneapolis,55406.0,Hiawatha,44.92893,-93.2196
8468,TEPPANYAKI GRILL & SUPREME BUFFET,-93.240916088768,44.9493733182469,2216 LAKE ST E,Minneapolis,55407.0,East Phillips,44.94937,-93.24091999999999
22127,SEED CAFE,-93.3208342067597,44.9491316440658,3252 LAKE ST W #B,Minneapolis,55416.0,Cedar - Isles - Dean,44.94913,-93.32083
35149,FOGO DE CHAO,-93.2729955150621,44.97799501597589,645 HENNEPIN AVE,Minneapolis,55402.0,Downtown West,44.978,-93.273
39200,BROADWAY CHOW MEIN,-93.28681696797241,44.99855398183951,607 WEST BROADWAY,Minneapolis,55411.0,Near - North,44.99855,-93.28681999999999
4411,WUOLLET BAKERY,-93.32560381715071,44.9127391878891,3608 50TH ST W,Minneapolis,55410.0,Fulton,44.91274,-93.3256
27558,THE CHEWERY,-93.26516794242599,44.977173681796295,350 5TH ST S,Minneapolis,55415.0,Downtown West,44.97717,-93.26517
28500,BLACKEYE ROASTING,-93.26702143904659,44.9792727671461,330 2ND AVE S #210,Minneapolis,55401.0,Downtown West,44.97927,-93.26702
26590,STADIUM BAR & GRILL,-93.27204905816359,44.983695997685096,207 WASHINGTON AVE N,Minneapolis,55401.0,Downtown West,44.9837,-93.27205
17786,ERBERT & GERBERTS SANDWICH SHOP,-93.22786677737021,45.005616750820295,1730 NEW BRIGHTON BLVD #101,Minneapolis,55413.0,Northeast Park,45.00562,-93.22787
33492,5TH AVE MARKET,-93.27342027805429,44.9863461893069,201 5TH AVE N,Minneapolis,55401.0,North Loop,44.98635,-93.27342
21569,KIMCHI TOFU HOUSE,-93.22678397866949,44.973289176920396,307 OAK ST SE,Minneapolis,55414.0,Prospect Park - East River Road,44.973290000000006,-93.22678
47095,MAY DAY CAFE,-93.2528320927898,44.939871240735705,3440 BLOOMINGTON AVE,Minneapolis,55407.0,Powderhorn Park,44.93987,-93.25283
27619,JALAPENO MEXICAN GRILL,-93.26702143904659,44.9792727671461,330 2ND AVE S,Minneapolis,55401.0,Downtown West,44.97927,-93.26702
27732,SAL'S ON FIFTH,-93.2725846894315,44.979938344783896,10 5TH ST N,Minneapolis,55401.0,Downtown West,44.97994,-93.27258
18346,BISTRO 373,-93.2729955150621,44.97799501597589,40 7TH ST S #124,Minneapolis,55402.0,Downtown West,44.978,-93.273
23860,HOP WONG,-93.2630586792742,44.94930685270351,2924 CHICAGO AVE,Minneapolis,55407.0,Phillips West,44.94931,-93.26306
41683,MARIAS CAFE,-93.25776564392339,44.9621849839445,1113 FRANKLIN AVE E,Minneapolis,55404.0,Ventura Village,44.96218,-93.25777
26871,MILANO COFFEE AND WIRELESS,-93.2466970395737,44.970219036986705,1810 RIVERSIDE AVE,Minneapolis,55454.0,Cedar Riverside,44.97022,-93.2467
1868,GOOD DEAL ORIENTAL FOODS,-93.3022698180325,45.0134923029024,1800 LOWRY AVE N,Minneapolis,55411.0,Folwell,45.013490000000004,-93.30227
21973,HOP21,-93.2612413452336,44.9783732541519,501 WASHINGTON AVE S,Minneapolis,55415.0,Downtown West,44.97837,-93.26124
22210,LA FRESCA,-93.28479683027331,44.916172595162706,4750 GRAND AVE S,Minneapolis,55419.0,Tangletown,44.91617,-93.2848
28,CRISP & GREEN,-93.27411001710578,44.986187032997506,428 WASHINGTON AVE N,Minneapolis,55401.0,North Loop,44.98619,-93.27411
24240,FLAMIN THAI,-93.2464430391305,44.97281104884421,233 CEDAR AVE S,Minneapolis,55454.0,Cedar Riverside,44.972809999999996,-93.24644
27532,TOWN TALK DINER & GASTROPUB,-93.23271689208201,44.948111597806104,2707 LAKE ST E,Minneapolis,55406.0,Longfellow,44.94811,-93.23272
25415,THR3 JACK,-93.2785056947766,44.98757516783421,724 3RD ST N,Minneapolis,55401.0,North Loop,44.98758,-93.27851
46636,KADO NO MISE/KAISEKI FURUKAWA,-93.2674052415568,44.9847115209773,30 1ST ST N,Minneapolis,55401.0,North Loop,44.98471,-93.26741
28252,BILLY & MARTYS,-93.2676175907136,44.9769024652067,220 6TH ST S,Minneapolis,55402.0,Downtown West,44.9769,-93.26762
61,LUCY BAR & RESTAURANT LIMITED LIABILITY COMPANY,-93.2263929078903,44.9316787227067,3915 HIAWATHA AVE,Minneapolis,55406.0,Howe,44.93168,-93.22639000000001
20490,KAFFE KAFEEGA-AUGSBERG COLLEGE,-93.24318711784109,44.966860200210704,700 21ST AVE S,Minneapolis,55454.0,Cedar Riverside,44.96686,-93.24319
38805,ADELITAS MEXICAN RESTAURANT,-93.24693864775759,45.0124260180981,2405 CENTRAL AVE NE,Minneapolis,55418.0,Windom Park,45.01243,-93.24694000000001
37353,SUBWAY SANDWICH & SALADS,-93.24693362617519,45.01330602311889,2501 CENTRAL AVE NE,Minneapolis,55418.0,Audubon Park,45.01331,-93.24693
4499,YOGURT LAB,-93.32231387486479,44.9465989362375,3100 EXCELSIOR BLVD #102,Minneapolis,55416.0,West Calhoun,44.9466,-93.32231
26423,SPYHOUSE COFFEE SHOP - EAST ISLES,-93.2946903492981,44.958984087713496,2404 HENNEPIN AVE,Minneapolis,55405.0,East Isles,44.95898,-93.29469
1207,CARDINAL BAR,-93.3172869348742,44.9343326852141,2920 38TH ST E,Minneapolis,55406.0,Linden Hills,44.934329999999996,-93.31729
27715,BOSS PIZZA AND CHICKEN,-93.2225358609622,44.9034331241032,5501 34TH AVE S,Minneapolis,55417.0,Morris Park,44.90343,-93.22254000000001
37601,SUPER MERCADO MORELIA LLC,-93.2540578404017,44.948131474823,1417 LAKE ST E #1ST FL,Minneapolis,55407.0,Powderhorn Park,44.94813,-93.25406
31328,RAY J'S,-93.2527721311429,44.988796553244,500 CENTRAL AVE SE,Minneapolis,55414.0,Marcy Holmes,44.9888,-93.25277
28306,BIRDSONG SOUPS,-93.2607634675536,44.9493082660126,920 LAKE ST E #107,Minneapolis,55407.0,Midtown Phillips,44.94931,-93.26076
27263,TACOS EL KEVIN MARKET,-93.2671220782062,44.9343722758096,3751 PORTLAND AVE,Minneapolis,55407.0,Central,44.93437,-93.26711999999999
6744,LA SOCIETE DU THE,-93.2884822441848,44.95339196474811,2708 LYNDALE AVE S,Minneapolis,55408.0,Lowry Hill East,44.95339,-93.28848
22218,LEEANN CHIN,-93.2730629668618,44.977607605082795,30 7TH ST S #205,Minneapolis,55402.0,Downtown West,44.97761,-93.27306
29770,ICEHOUSE,-93.27839371079331,44.956196447004004,2528 NICOLLET AVE,Minneapolis,55404.0,Whittier,44.9562,-93.27839
36757,NIGHTINGALE,-93.2876943902397,44.9557835430761,2551 LYNDALE AVE S,Minneapolis,55405.0,Whittier,44.95578,-93.28769
22964,LITTLE TIJUANA CAFE,-93.27710655075529,44.955333787213,17 26TH ST E,Minneapolis,55404.0,Whittier,44.95533,-93.27711
20870,BEANCOUNTER COFFEEHOUSE,-93.2690244629413,44.9778701596945,101 5TH ST S,Minneapolis,55402.0,Downtown West,44.97787,-93.26902
26407,THE KOLLEGE KLUB DINKYTOWN,-93.23672621333219,44.981188327028704,1301 4TH ST SE,Minneapolis,55414.0,Marcy Holmes,44.981190000000005,-93.23673000000001
4272,WINGS & SEAFOOD TO GO,-93.27819992083029,44.9410768860853,3404 NICOLLET AVE,Minneapolis,55408.0,Lyndale,44.94108,-93.2782
22007,HAIKU JAPANESE BISTRO,-93.22940426374191,44.97349226421479,620 WASHINGTON AVE SE,Minneapolis,55414.0,University of Minnesota,44.973490000000005,-93.2294
39805,BUNNY'S NE,-93.27165782478941,44.9991358418281,34 13TH AVE NE,Minneapolis,55413.0,Sheridan,44.999140000000004,-93.27166
8233,TEA GARDEN,-93.2965177983688,44.955384154959404,2601 HENNEPIN AVE,Minneapolis,55408.0,Lowry Hill East,44.95538,-93.29652
29650,HOTEL IVY,-93.2726723137993,44.9713883260419,201 11TH ST S,Minneapolis,55403.0,Downtown West,44.97139,-93.27266999999999
38776,ACADIA CAFE,-93.24694277192309,44.97027176220939,329 CEDAR AVE S,Minneapolis,55454.0,Cedar Riverside,44.97027,-93.24694000000001
23649,FINE LINE MUSIC CAFE,-93.2723871157646,44.9817631737078,318 1ST AVE N,Minneapolis,55401.0,Downtown West,44.981759999999994,-93.27239
35843,JACKSON'S HOLE,-93.27145553317051,44.9823529592434,106 3RD ST N,Minneapolis,55401.0,Downtown West,44.98235,-93.27146
8196,SIP COFFEEBAR,-93.27165782478941,44.9991358418281,34 13TH AVE NE #101,Minneapolis,55413.0,Sheridan,44.999140000000004,-93.27166
40333,DAGWOODS,-93.2662708382363,44.9802506799137,250 2ND AVE S #210,Minneapolis,55401.0,Downtown West,44.98025,-93.26626999999999
12463,SKYWAY WOK,-93.2662708382363,44.9802506799137,250 2ND AVE S #245B & C,Minneapolis,55401.0,Downtown West,44.98025,-93.26626999999999
6762,MINNEAPOLIS CLUB,-93.26961569094222,44.9748861760398,729 2ND AVE S,Minneapolis,55402.0,Downtown West,44.97489,-93.26961999999999
12324,PIZZA HUT  #30214,-93.26293941983542,44.915915664086796,4800 CHICAGO AVE,Minneapolis,55417.0,Field,44.91592,-93.26294
27362,EMPIRE COFFEE & PASTRY LLC,-93.2263074772085,44.9947828087644,451 STINSON PKWY,Minneapolis,55413.0,Mid - City Industrial,44.99478,-93.22631
17165,CITY AFRIQUE,-93.28760485964679,45.0344778339647,4326 LYNDALE AVE N,Minneapolis,55412.0,Camden Industrial,45.03448,-93.2876
29536,FATHI CAFE,-93.2821019383198,44.9496914520533,2910 PILLSBURY AVE,Minneapolis,55408.0,Whittier,44.949690000000004,-93.2821
19011,WIILO FOOD DISTRIBUTOR,-93.2821019383198,44.9496914520533,2910 PILLSBURY AVE #228,Minneapolis,55408.0,Whittier,44.949690000000004,-93.2821
34715,CUB FOODS,-93.2770182634308,44.894939505915495,5937 NICOLLET AVE,Minneapolis,55419.0,Windom,44.894940000000005,-93.27702
20294,HOLIDAY STATIONSTORE #25,-93.2785942282394,44.904332328836205,5444 NICOLLET AVE,Minneapolis,55419.0,Tangletown,44.90433,-93.27859000000001
13607,KITCHEN SPACE,-93.2886421640684,44.898155056064795,5750 LYNDALE AVE S,Minneapolis,55419.0,Windom,44.89816,-93.28864
35759,J D HOYT'S,-93.273005937316,44.984395211716496,301 WASHINGTON AVE N,Minneapolis,55401.0,North Loop,44.9844,-93.27301
31110,RAINBOW CHINESE RESTAURANT,-93.27749827820291,44.9524214777028,2739 NICOLLET AVE,Minneapolis,55408.0,Whittier,44.952420000000004,-93.2775
49726,NORWAY HOUSE,-93.2602604487238,44.9624289638551,913 FRANKLIN AVE E,Minneapolis,55404.0,Ventura Village,44.96243,-93.26026
45220,CAFE & BAR LURCAT,-93.28574031734149,44.9714774433093,1624 HARMON PL,Minneapolis,55403.0,Loring Park,44.97148,-93.28574
23978,STANDISH CAFE,-93.23679766892309,44.93397246906421,2403 38TH ST E,Minneapolis,55406.0,Standish,44.93397,-93.2368
20851,LISTO! FRESH MEXICAN GRILL,-93.22786677737021,45.005616750820295,1730 NEW BRIGHTON BLVD,Minneapolis,55413.0,Northeast Park,45.00562,-93.22787
